Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s
194,2,2,989690.721649485,20618.5567010309
82,1,3,292682.926829268,48780.4878048781
61002936,15,12,29.5723471408,0.4426016479
228558,13,7,20576.833888991,87.505140927
174778,1,1,572.1543901406,11.4430878028
61284,2,2,3524.5741139612,65.2698909993
30277,2,2,12154.4406645308,132.113485484
54532,5,0,531.7978434681,91.6892833566
23665,2,2,19860.5535601099,169.0259877456
4,2,0,9250000.0,500000.0
127,3,0,338582.677165354,23622.0472440945
46239261,62,75,2227.4361175452,2.9628501199
1,2,0,12000000.0,2000000.0
97,5,0,0.0,51546.3917525773
72,1,1,0.0,27777.7777777778
212,2,1,202830.188679245,14150.9433962264
92,2,1,195652.173913043,32608.6956521739
9702,1,1,1236.8583797155,206.1430632859
213,2,2,1652582.15962441,18779.3427230047
144917,1,1,0.0,13.8010033329
5711471,3,1,2.1010349173,0.7003449724
143,2,0,83916.0839160839,13986.013986014
253,2,2,1146245.05928854,15810.2766798419
30203,1,1,6356.9844055226,66.2185875575
30886,1,1,5309.8491225798,64.7542575924
53010,2,1,0.0,56.5930956423
31551,2,2,9001.2994833761,126.778865963
3,2,0,4000000.0,666666.666666667
5464954,9,6,694.973827776,2.744762353
160,2,2,1850000.0,25000.0
50543,1,1,3007.3402845102,39.5702669015
3,2,0,4000000.0,666666.666666667
139,2,2,1179856.11510791,28776.9784172662
30750,2,2,7154.4715447155,130.081300813
10041935,42,51,9544.5748254694,9.2611633117
1,2,0,617000000.0,2000000.0
62161162,7,2,4.4883330849,0.1447849382
31940,2,2,4633.68816531,125.2348152786
82,1,1,0.0,24390.243902439
1574650,35,38,5964.5000476296,46.3595084622
1000210,2,0,11.9974805291,1.9995800882
28222,2,1,0.0,106.3000496067
363,1,1,567493.112947658,5509.6418732782
115204371,59,60,616.5564672889,1.0329469183
994754,2,0,0.0,2.0105473313
100,2,0,120000.0,20000.0
6359990,2,0,1.8867954195,0.3144659032
157,2,2,585987.261146497,25477.7070063694
1185974,2,2,240.308809468,3.3727552206
23677,2,2,6926.5531950838,168.9403218313
115380034,22,19,51.4387090578,0.3553474425
61657,1,1,2627.4388958269,32.4375172324
276,2,2,1210144.92753623,14492.7536231884
42229,2,2,7956.6174903502,94.7216367899
61958,11,6,60783.1111398044,274.3794183156
30796,2,2,9351.8638784258,129.8869983115
166639,2,2,1704.2829109632,24.0039846615
261947,6,6,15781.8184594594,45.8107937865
216245,1,1,883.2574163564,9.2487687577
21168,2,2,11715.7974300831,188.9644746788
3,2,0,0.0,666666.666666667
30789,1,1,4027.412387541,64.9582643152
167,2,2,1377245.50898204,23952.0958083832
19,1,1,631578.947368421,105263.157894737
116160081,25,20,68.5002965864,0.3873964241
538,1,1,412639.405204461,3717.4721189591
236,2,2,2313559.3220339,16949.1525423729
183,2,2,874316.93989071,21857.9234972678
30606,1,1,4508.9198196432,65.3466640528
19656,2,2,25641.0256410256,203.5002035002
201,2,2,1253731.34328358,19900.4975124378
65532506,10,9,19.4254741303,0.2899324497
30591,1,1,6799.3854401621,65.3787061554
218,2,2,1183486.23853211,18348.623853211
7883295,12,11,590.2354282061,2.9175617556
456003,2,0,26.3156163446,4.3859360574
24019,2,2,24813.6891627462,166.5348265956
186,2,2,1559139.78494624,21505.376344086
773,2,2,318240.620957309,5174.6442432083
115422964,20,16,14.7457658426,0.3118963398
221,2,0,54298.6425339366,9049.7737556561
103628154,52,50,195.7672622442,0.9842884975
18447828,4,0,2.0056561672,0.2168276938
187695,3,0,0.0,15.9833772876
48160,1,1,2491.6943521595,41.5282392027
720,1,1,444444.444444444,2777.7777777778
101211,4,2,2786.2584106471,59.2820938436
30821,1,1,4737.029947114,64.8908211933
3,2,0,4000000.0,666666.666666667
186,2,2,2301075.2688172,21505.376344086
5701556,5,4,127.6844426329,1.5785164611
172,2,2,1883720.93023256,23255.8139534884
3,2,0,12333333.3333333,666666.666666667
801,1,1,0.0,2496.8789013733
200,3,0,245000.0,15000.0
59,2,1,728813.559322034,50847.4576271186
86577883,4,4,11.4347910309,0.0924023518
143,2,2,1454545.45454545,27972.027972028
24139,2,2,13173.7023074692,165.7069472638
60,3,2,500000.0,83333.3333333333
183,2,2,852459.016393443,21857.9234972678
221790,2,0,54.1052346815,9.0175391136
23,1,1,521739.130434783,86956.5217391304
71408,1,1,2688.7743670177,28.0080663231
463702,14,9,12467.0585850395,49.6008212171
31058,2,2,15776.9334792968,128.7912937085
131388,20,24,4581.8491795293,334.8859865437
30480,1,1,3412.0734908137,65.6167979003
46,1,1,0.0,43478.2608695652
64063998,2,0,1.1550949412,0.0312187822
57,1,1,0.0,35087.7192982456
30240,1,1,4497.3544973545,66.1375661376
9844,2,0,0.0,203.1694433157
136,2,2,1176470.58823529,29411.7647058824
46,1,1,260869.565217391,43478.2608695652
23380,1,1,7100.0855431993,85.5431993157
216,2,1,199074.074074074,13888.8888888889
379712,6,7,2944.3367604922,34.2364739592
46,1,3,391304.347826087,86956.5217391304
81,1,1,0.0,24691.3580246914
225,2,0,53333.3333333333,8888.8888888889
5299862,7,3,143.2112760672,1.8868415819
79009472,105,113,509.0782026742,2.7591628508
3964109,7,5,472.7417939315,3.0271619675
34906,49,26,161920.586718616,2148.6277430814
178031,4,4,14137.9872044756,44.9359942931
221094,1,1,872.93187513,9.0459261672
59736,1,1,2444.0873175305,33.4806481853
213,2,2,1765258.21596244,18779.3427230047
77,1,1,155844.155844156,25974.025974026
13469744,179,257,31491.9867816345,32.3688408629
149,2,2,1261744.96644295,26845.6375838926
15178636,8,9,489.5696820189,1.1199952354
26234,1,1,3659.3733323168,76.2369444233
47259,2,2,9479.6758289426,84.6399627584
2976491,4,5,468.3367092324,3.0236946794
30504,2,2,6031.995803829,131.1303435615
31328,2,2,11682.8396322778,127.6813074566
188,2,2,914893.617021277,21276.5957446809
207,2,2,1690821.25603865,19323.6714975845
24,1,1,500000.0,83333.3333333333
74505,5,3,17367.9618817529,107.3753439366
760,2,1,0.0,3947.3684210526
47921,2,2,6343.7741282528,83.4707122139
65617636,19,23,385.7804325654,0.6400718246
374754,15,10,22310.6357770698,66.7104287079
141,2,2,1560283.68794326,28368.7943262411
406,2,0,29556.6502463054,4926.1083743842
696,6,6,1120689.65517241,17241.3793103448
161,2,2,1018633.54037267,24844.7204968944
6583826,5,4,70.7795133103,1.3669863086
59,1,1,0.0,33898.3050847458
5886714,3,1,2.0384887052,0.6794962351
6036788,3,1,1.9878120616,0.6626040205
3,2,0,0.0,666666.666666667
49807398,6,5,0.0,0.2208507258
4,2,0,3000000.0,500000.0
106,2,0,113207.547169811,18867.9245283019
416420,14,9,15698.0932712166,55.2326977571
195905,15,9,36410.5050917537,122.5083586432
32481,2,2,10344.5090976263,123.1489178289
60,1,1,200000.0,33333.3333333333
47901,2,2,6346.4228304211,83.5055635582
278,3,0,208633.09352518,10791.3669064748
66868,2,2,6998.8634324341,59.8193455764
5823936,3,1,2.0604622029,0.6868207343
118042435,61,98,1098.4863197714,1.3469732304
409946,5,3,1705.1026232723,19.5147653593
182,1,1,65934.0659340659,10989.010989011
47057,1,1,5206.4517500053,42.5016469388
1,2,0,12000000.0,2000000.0
198,2,0,0.0,10101.0101010101
264,2,2,1272727.27272727,15151.5151515152
222,2,2,1171171.17117117,18018.018018018
172,2,2,1093023.25581395,23255.8139534884
23514,2,1,255.1671344731,127.5835672365
30907,2,2,20577.8626201184,129.4205196234
46933,1,1,4815.3751091982,42.6139390195
30537,1,1,5108.5568326948,65.4943183679
2865201,2,0,4.1881878444,0.6980313074
31050,2,2,5668.2769726248,128.8244766506
16,1,1,750000.0,125000.0
22180083,25,18,448.6457512355,1.9386762439
48210,1,1,2074.2584526032,41.4851690521
68,2,1,0.0,44117.6470588235
196,2,2,1479591.83673469,20408.1632653061
141,2,2,1304964.53900709,28368.7943262411
115865717,24,23,85.4437382889,0.4056419899
4879512,8,7,262.7311911519,3.0740778996
209,2,2,995215.311004785,19138.7559808612
52280,1,1,0.0,38.2555470543
534,2,0,0.0,3745.3183520599
72,1,1,0.0,27777.7777777778
48084,1,1,4180.1846768156,41.5938773812
115655948,20,18,53.1663101322,0.3285607066
468194,67,41,178470.890271981,230.6736096575
111476384,74,82,746.4989176542,1.3993995356
30918,2,2,10544.0196649201,129.3744744162
30871,1,1,8098.2151533802,64.785721227
115635332,22,18,51.9823819938,0.3459150357
144657,2,2,2239.7809991912,27.651617274
749,2,2,550066.755674232,5340.4539385848
51121,2,2,4381.7609201698,78.2457307173
160,1,1,75000.0,12500.0
53725024,6,4,21.1074824276,0.186133002
23446,1,1,5544.6558048281,85.3023969974
30251,4,4,12164.8871111699,264.4540676341
20,1,1,600000.0,100000.0
99548295,3,3,6.4792671738,0.0602722528
64068908,2,0,1.155006419,0.0312163897
163,2,2,1153374.23312883,24539.8773006135
5707144,5,1,31.7146369533,1.0513139322
50768,2,1,118.184683265,59.0923416325
847956,2,2,340.8195708268,4.7172258938
48960,2,2,4166.6666666667,81.6993464052
36018,2,0,333.1667499584,55.5277916597
80,2,0,150000.0,25000.0
47691,4,2,8009.8970455642,125.8099012392
47961,1,1,3440.2952398824,41.7005483622
1625928,39,0,1199.3150988236,23.9863019765
115590717,20,16,26.1699215864,0.3114436949
61470,2,2,4652.6761021637,65.0723930373
47242,1,1,4783.878751958,42.3352101943
147,2,2,625850.340136054,27210.8843537415
55,1,1,0.0,36363.6363636364
192905,14,11,42876.0270599518,129.5974702574
47320,3,3,2557.0583262891,126.7962806424
190,2,2,1052631.57894737,21052.6315789474
241,2,2,1344398.34024896,16597.510373444
115931881,42,61,583.7048395687,0.888452763
141,2,2,1475177.30496454,28368.7943262411
115905262,23,21,86.8209072337,0.3796203834
24169,2,2,6123.5466920435,165.5012619471
2753597,10,14,5593.4110910202,8.7158723662
610668,1,1,70.4146934177,3.2751020194
97415,2,2,2319.9712569933,41.0614381769
193,2,2,1222797.92746114,20725.3886010363
15309540,4,0,2.4167937116,0.2612749959
31201,1,1,7339.5083490914,64.1005095991
138547,20,25,4446.1446296203,324.7995265145
48393,1,1,2872.3162440849,41.3282912818
270,2,2,681481.481481482,14814.8148148148
276700,14,8,22211.7817130466,79.5084929527
30700,1,1,3192.1824104235,65.1465798046
527,3,0,58823.5294117647,5692.5996204934
285,3,0,108771.929824561,10526.3157894737
148,2,2,1378378.37837838,27027.027027027
197,2,2,1238578.68020305,20304.5685279188
198,2,2,2101010.1010101,20202.0202020202
31274,2,2,16819.0829442988,127.9017714395
3,2,0,12333333.3333333,666666.666666667
198,2,2,888888.888888889,20202.0202020202
48086,1,1,3888.8657821403,41.5921474026
64462129,97,92,1817.0513729077,2.931954047
212,2,2,1254716.98113208,18867.9245283019
258528,13,8,23850.4146552791,81.2291125139
31338,1,1,3701.5763609675,63.8202820856
31403,4,2,9107.4101200522,191.0645479731
103102527,25,31,315.3171987724,0.543148666
30734,1,1,9565.9530162036,65.0745103143
173017,2,0,213.8518180294,11.5595577313
6956,3,1,8050.6037952847,575.0431282346
31404,3,1,1783.2123296395,127.37230926
23843,1,1,0.0,83.8820618211
99465,1,1,2211.8333081989,20.1075755291
116005516,17,15,21.4817371271,0.2758489519
174,2,2,2160919.54022988,22988.5057471264
47359,1,1,3462.9109567347,42.2306214236
4,2,0,0.0,500000.0
37,1,1,324324.324324324,54054.0540540541
185771,11,9,36388.887393619,107.6594301586
81639556,2,2,3.7481830499,0.0489958569
1778,2,0,6749.1563554556,1124.8593925759
62717,4,2,7908.5415437601,95.6678412552
406,1,1,399014.778325123,4926.1083743842
115918384,18,16,24.8191865753,0.293309817
4,3,0,0.0,750000.0
125,2,0,96000.0,16000.0
545,3,0,33027.5229357798,5504.5871559633
247,2,2,2866396.7611336,16194.3319838057
30766,1,1,4095.4300201521,65.0068257167
183,1,1,65573.7704918033,10928.9617486339
3,2,0,4000000.0,666666.666666667
189,2,2,846560.846560847,21164.0211640212
31198,2,2,11987.9479453811,128.2133470094
234,2,0,51282.0512820513,8547.0085470086
239950,1,1,179.2040008335,8.3350698062
48778,2,2,4510.2300217311,82.0041822133
7340101,39,51,10025.0664125739,12.2614116618
91107,4,2,5773.4312401901,65.8566301162
83241,1,1,2174.409245444,24.0266214966
15480020,18,26,2318.5370561537,2.8423735887
65690,1,1,2466.1287867255,30.446034404
34280803,8,6,68.0847528572,0.4083918338
174617,6,8,27357.0156399434,80.1754697424
31048,2,2,18294.2540582324,128.832775058
66,2,0,0.0,30303.0303030303
85,3,1,435294.117647059,47058.8235294118
278157,7,9,20276.3187696157,57.5214716869
19,1,1,631578.947368421,105263.157894737
2731384,6,7,758.5897845195,4.7594918913
18,1,1,0.0,111111.111111111
819130,9,5,3784.5030703307,17.0913041886
48176,1,1,4608.1036200598,41.5144470276
15,1,1,0.0,133333.333333333
67,1,1,0.0,29850.7462686567
116657723,2,2,2.4944769409,0.0342883428
5097989,9,5,741.0765303731,2.746180896
22014,3,0,1953.3024438993,136.2769146907
201,2,0,59701.4925373134,9950.2487562189
77973,11,6,88453.6955099842,218.0241878599
30910,4,4,16823.0346166289,258.8159171789
1,2,0,37000000.0,2000000.0
66,1,1,181818.181818182,30303.0303030303
24074015,2,2,13.0015703654,0.1661542539
5731518,6,3,131.5532813471,1.5702646315
14,1,1,0.0,142857.142857143
845,2,2,321893.49112426,4733.7278106509
115501434,66,84,924.4560548053,1.2986851748
95030,1,1,2073.0295696096,21.0459854783
209,2,2,1397129.18660287,19138.7559808612
3476538,3,3,0.0,1.7258548591
146482,5,3,5693.5323111372,54.6142188119
70801,2,2,7514.0181635853,56.4963771698
135471,13,12,54491.3671560703,184.5413409512
30905,1,1,4724.1546675295,64.7144475004
30960,2,2,6072.3514211886,129.1989664083
3,2,0,12333333.3333333,666666.666666667
34,1,1,352941.176470588,58823.5294117647
209,2,2,1263157.89473684,19138.7559808612
3,2,0,4000000.0,666666.666666667
263322,6,6,15699.4098480188,45.5715815617
118,1,1,0.0,16949.1525423729
30872,2,2,9393.6252915263,129.5672454004
266,2,1,161654.135338346,11278.1954887218
30955,2,2,10789.8562429333,129.2198352447
63281405,7,2,4.4088780899,0.1422218739
71510133,2,2,5.0062835151,0.0559361287
87259,1,1,2085.7447369326,22.9202718344
87652,3,1,205.3575503126,45.6350111806
185,2,0,64864.8648648649,10810.8108108108
49,2,0,632653.06122449,40816.3265306122
4725122,5,1,38.3058892448,1.2698084833
169,2,2,2224852.07100592,23668.6390532544
61008,2,2,4392.8665093103,65.5651717808
30935,2,2,7111.6857927913,129.3033780508
1,2,0,12000000.0,2000000.0
417751,1,1,380.6095018324,4.7875409036
103066,22,29,402266.508838996,494.828556459
83898,4,2,5315.9789267921,71.5154115712
119422691,75,86,898.497589541,1.3481525048
37642,2,2,13070.5063492907,106.2642792625
273,2,0,43956.043956044,7326.0073260073
3,2,0,10333333.3333333,666666.666666667
43,1,1,0.0,46511.6279069767
9934252,40,40,4885.0180164546,8.0529465127
104330,1,1,920.1571935206,19.1699415317
34057,1,1,5079.7192941246,58.7250785448
91644,2,2,5979.6604251233,43.6471563878
115129982,20,20,83.2537262101,0.3474333905
65477,1,1,2962.8724590314,30.5450768972
220,2,2,1181818.18181818,18181.8181818182
836039,9,10,5565.5298377229,22.7262125331
48224,1,1,2737.2262773723,41.4731254147
34317612,2,1,0.3496746802,0.08741867
198,2,2,1414141.41414141,20202.0202020202
115471293,20,16,16.4802865765,0.3117657997
122,2,0,98360.6557377049,16393.4426229508
5074,2,0,2364.9980291683,394.1663381947
112,2,2,1714285.71428571,35714.2857142857
3,2,0,10333333.3333333,666666.666666667
163,2,2,1386503.06748466,24539.8773006135
115243,14,12,94921.1665784473,225.6102322918
234904,10,6,8339.577018697,68.11293124
116027411,20,16,31.9924401312,0.3102715099
116039017,16,14,14.253826366,0.2585337309
208,2,2,1394230.76923077,19230.7692307692
49,2,0,0.0,40816.3265306122
10004936,11,6,124.5385277827,1.699161294
115191185,33,32,259.0302374266,0.5642792893
60135,1,1,1962.2516005654,33.2585017045
169,2,2,1917159.76331361,23668.6390532544
31227,2,2,13962.2762353092,128.0942773882
194,2,2,1670103.09278351,20618.5567010309
3070418,5,1,0.0,1.9541313267
199,2,2,1447236.18090452,20100.5025125628
31554,1,1,5229.1310135007,63.3834062243
60720,2,2,4281.9499341239,65.8761528327
229368,1,1,876.321021241,8.7196121517
61440983,17,13,72.5086055345,0.4882734379
1395,3,0,22222.2222222222,2150.5376344086
31,2,0,387096.774193548,64516.1290322581
5102154,4,2,2.3519478244,1.1759739122
1661693,16,24,3583.0926651313,24.0718351705
30770,2,2,8904.7773805655,129.9967500812
3,2,0,4000000.0,666666.666666667
253,2,2,1217391.30434783,15810.2766798419
140129,10,5,17876.3853306596,107.0442235369
10046941,7,5,224.3468932484,1.194393398
35,1,1,0.0,57142.8571428571
544,1,1,194852.941176471,3676.4705882353
23640,2,2,16412.8595600677,169.2047377327
31221,1,1,7815.2525543705,64.059447167
301,3,1,162790.697674419,13289.0365448505
90678,1,1,2988.5970136086,22.0560665211
9001353,3,0,0.0,0.3332832298
93180,10,5,12792.4447306289,160.9787508049
323,2,2,1065015.47987616,12383.9009287926
10043782,5,6,307.9517257543,1.0952049736
61675428,14,15,107.0118232499,0.4702034658
96956221,4,4,10.7264906705,0.0825114667
28465476,4,0,1.0187779751,0.1405211
178,2,2,1292134.83146067,22471.9101123596
52,1,1,0.0,38461.5384615385
240,2,2,1400000.0,16666.6666666667
84895,12,7,57117.6158784381,223.8058778491
86,1,1,0.0,23255.8139534884
191916,2,0,6773.7968694637,10.421225953
30868879,13,13,241.181417699,0.8422722445
91473,1,1,2984.4872257388,21.8643752801
30812,2,2,14020.5114890302,129.8195508244
29590,1,1,0.0,67.5904021629
131128,10,5,11980.6601183576,114.3920444146
249,2,2,1156626.5060241,16064.2570281125
205995,2,2,932.0614578024,19.4179470375
10071991,4,6,423.4515300897,0.9928523566
116827876,29,28,338.3439068943,0.4878972549
66,2,0,181818.181818182,30303.0303030303
77,2,1,0.0,38961.038961039
16046880,14,11,607.4077951602,1.5579352497
213,2,2,1521126.76056338,18779.3427230047
84938,1,1,2060.3263556948,23.5465869222
105,1,1,114285.714285714,19047.619047619
109,2,0,110091.743119266,18348.623853211
251,2,2,2247011.95219124,15936.2549800797
173067,3,2,104.0059630085,28.8905452802
480188,2,0,129.1160961957,4.1650353612
291,1,1,41237.1134020619,6872.852233677
65,1,1,0.0,30769.2307692308
222,2,2,2000000.0,18018.018018018
2,2,0,27000000.0,1000000.0
49601,1,1,241.9306062378,40.3217677063
160,2,2,2175000.0,25000.0
95,3,0,515789.473684211,31578.947368421
117566867,23,18,28.698561815,0.3487377103
5960900,8,6,689.493197336,2.3486386284
61239,4,2,5356.0639461781,97.9767795033
14942,2,1,803.1053406505,200.7763351626
194,2,2,1278350.51546392,20618.5567010309
31073,2,2,7981.2055482252,128.7291217456
7834,2,0,0.0,255.297421496
198,3,1,449494.94949495,20202.0202020202
185,2,2,843243.243243243,21621.6216216216
131250,6,6,31527.619047619,91.4285714286
187,2,2,2224598.93048128,21390.3743315508
31410,2,2,7258.8347659981,127.3479783508
75432303,13,15,27.4550811474,0.3711937577
60783,2,2,5494.9574716615,65.8078739121
9,1,1,1333333.33333333,222222.222222222
494,1,1,317813.765182186,4048.5829959514
252962,11,7,25430.6971007503,71.1569326618
52,1,1,0.0,38461.5384615385
28376669,7,6,195.2308073932,0.4581228332
16,1,1,0.0,125000.0
116131060,49,46,384.6602278495,0.8180412716
52884927,9,9,35.4543365447,0.3403616308
80255921,2,2,5.3329398587,0.0498405594
2002057,2,0,36.9619845988,0.9989725567
104498790,2,2,4.2679920026,0.0382779552
105,2,0,114285.714285714,19047.619047619
125,2,2,1824000.0,32000.0
196106,1,1,479.3326058356,10.1985660816
31190,2,2,6797.0503366464,128.2462327669
1694971,13,15,12490.4791881395,16.5194566751
199,2,2,1457286.4321608,20100.5025125628
192,2,2,937500.0,20833.3333333333
149,2,2,617449.66442953,26845.6375838926
224,1,1,0.0,8928.5714285714
30511,1,1,4883.4846448822,65.5501294615
153,1,1,0.0,13071.8954248366
10105471,15,14,2079.7645156767,2.8697326428
6726848,6,5,144.9415833389,1.6352383761
28487,1,1,3369.9582265595,70.2074630533
64065279,2,0,0.8428902651,0.031218158
196,2,2,1806122.44897959,20408.1632653061
57,1,1,210526.315789474,35087.7192982456
324,2,2,938271.604938272,12345.6790123457
23656,1,1,6002.7054447075,84.5451471086
76559,4,2,8646.9259002861,78.3709296098
228,2,2,1508771.92982456,17543.8596491228
580047,2,0,20.6879787328,3.4479964555
53031,1,1,3545.0962644491,37.7137900473
116021690,18,15,20.8840260817,0.2844295752
208,2,2,1605769.23076923,19230.7692307692
23890,2,2,8622.8547509418,167.4340728338
146,2,2,1287671.23287671,27397.2602739726
244,2,2,1081967.21311475,16393.4426229508
143,2,2,2349650.34965035,27972.027972028
873391,5,4,524.3928549756,10.304663089
133,1,1,0.0,15037.5939849624
3,2,0,4000000.0,666666.666666667
4,2,0,9250000.0,500000.0
242,2,0,49586.7768595041,8264.4628099174
140,2,2,2314285.71428571,28571.4285714286
30422,1,1,5127.8679902702,65.7418973112
165,2,2,1672727.27272727,24242.4242424242
210,2,0,57142.8571428571,9523.8095238095
115950871,25,26,169.4165798893,0.4398414566
3,2,0,12333333.3333333,666666.666666667
31846,4,2,11304.4024367267,188.4067072788
20,13,0,32500000.0,650000.0
6,1,1,0.0,333333.333333333
96,2,1,0.0,31250.0
4,1,1,3000000.0,500000.0
112111434,10,10,8.5629089358,0.1783939362
42,1,1,285714.285714286,47619.0476190476
54,1,1,0.0,37037.037037037
48,1,1,0.0,41666.6666666667
293,2,2,873720.136518771,13651.8771331058
3,2,0,4000000.0,666666.666666667
30952,2,2,7366.2445076247,129.2323597829
179,2,2,893854.748603352,22346.3687150838
14972,1,1,400.748063051,133.5826876837
157699,2,2,2232.1003937882,25.3647772021
22909682,3,3,22.6105277236,0.2618980045
51284,2,2,4445.8310584198,77.9970361126
1101685,9,10,4434.1168301284,17.2463090629
66,1,1,0.0,30303.0303030303
48087,1,1,2911.3897727037,41.5912824672
61447,4,2,4719.5143782447,97.6451250671
69,1,1,0.0,28985.5072463768
122656,8,4,37870.1408818158,97.8345943125
133,2,2,1443609.02255639,30075.1879699248
66,1,1,181818.181818182,30303.0303030303
66,1,1,0.0,30303.0303030303
917,3,0,0.0,3271.5376226827
5203081,2,2,41.8982522086,0.7687752699
75055,2,2,3997.0688162015,53.2942508827
23797,1,1,4034.1219481447,84.044207253
187,2,2,1839572.19251337,21390.3743315508
137,2,2,1167883.21167883,29197.0802919708
65,1,1,184615.384615385,30769.2307692308
3,2,0,12333333.3333333,666666.666666667
155250,10,5,15574.8792270531,96.6183574879
292648,6,7,3847.6258166808,44.4219676881
61266,2,2,8585.512355956,65.2890673457
49,1,2,0.0,61224.4897959184
31388,2,2,11087.0396329808,127.4372371607
11053833,9,8,453.598312911,1.5379280653
64344063,2,2,5.6881704844,0.0621657976
31050,2,2,11400.9661835749,128.8244766506
118271254,28,38,331.9403377595,0.5580392341
115,1,1,104347.826086957,17391.3043478261
59333620,10,5,27.1852619139,0.2528077673
135,2,2,2414814.81481481,29629.6296296296
101825,1,1,1807.0218512153,19.641541861
5382096,10,6,727.5975753684,2.9728195112
49,2,0,244897.959183673,40816.3265306122
3,2,0,0.0,666666.666666667
90377,1,1,2124.4343140401,22.1295241046
226,2,0,53097.3451327434,8849.5575221239
136,2,2,2397058.82352941,29411.7647058824
30259,1,1,3899.6662150104,66.0960375425
182,2,2,1340659.34065934,21978.021978022
62757,2,2,4525.3915897828,63.7379097153
4,2,0,0.0,500000.0
291106,35,45,239400.768105089,274.8139852837
96,2,0,0.0,20833.3333333333
140,2,2,1228571.42857143,28571.4285714286
76,1,1,0.0,26315.7894736842
5754386,10,6,1201.3445048699,2.7804877879
44,1,1,0.0,45454.5454545455
159272,14,9,35059.5208197298,144.407052087
1088034,14,13,7880.2684474934,24.8154009893
612,2,1,57189.5424836601,4901.9607843137
31048,2,2,9018.2942540582,128.832775058
18,2,0,666666.666666667,111111.111111111
124,1,1,96774.1935483871,16129.0322580645
115650475,21,18,59.2301933909,0.3372229989
317452,6,8,3546.9929312148,44.1011554503
30378,1,1,5694.9107907038,65.8371189677
30835,2,2,5967.245013783,129.7227176909
118919150,12,14,0.916589128,0.2186359388
238,3,1,75630.2521008403,16806.7226890756
473,2,0,25369.9788583509,4228.3298097252
81,1,1,0.0,24691.3580246914
30783,2,2,9420.7841990709,129.9418510217
149,2,0,80536.9127516779,13422.8187919463
49747,2,2,5266.6492451806,80.406858705
199,2,2,1688442.21105528,20100.5025125628
24,1,1,0.0,83333.3333333333
5228963,8,6,731.8850793169,2.6773951164
4,2,0,9250000.0,500000.0
217,2,2,737327.188940092,18433.1797235023
180684,10,8,28248.2123486308,99.6214385336
293558,10,5,8499.1722249096,51.0972278051
170,2,2,1352941.17647059,23529.4117647059
67581,3,4,12518.3113597017,103.5794084136
536369,2,2,725.2469848183,7.4575525431
60510,1,1,2247.5623863824,33.052388035
515736,10,9,11934.4005460158,36.8405540819
174,2,2,1873563.2183908,22988.5057471264
379233,1,1,316.4281589419,5.273802649
88,1,1,136363.636363636,22727.2727272727
193,2,2,1357512.95336788,20725.3886010363
10,1,2,1800000.0,300000.0
16196,1,1,5927.3894788837,123.4872808101
11595,5,0,2501.078050884,431.2203536007
24331909,3,3,26.0974180037,0.2465897764
5197533,2,2,81.9619615691,0.7695958833
165,2,2,2278787.87878788,24242.4242424242
181,2,2,1016574.58563536,22099.4475138122
297990,10,5,8372.7641867177,50.3372596396
69,2,0,0.0,28985.5072463768
66551178,2,2,3.9067678111,0.0601041202
72110,1,1,1331.2994036888,27.7354042435
1,2,0,7000000.0,2000000.0
21580859,16,16,812.5719184765,1.4827954717
30570,1,1,5855.4138043834,65.4236179261
106621,24,24,301610.376942629,450.1927387663
170,2,2,1788235.29411765,23529.4117647059
3288084,5,3,878.6271883565,2.4330278667
3,2,0,12333333.3333333,666666.666666667
141,2,2,1361702.12765957,28368.7943262411
59510,2,2,6015.7956645942,67.2155940178
3,2,0,4000000.0,666666.666666667
83731,1,1,2185.5704577755,23.886015932
4,2,0,7750000.0,500000.0
168,2,2,1380952.38095238,23809.5238095238
5980257,4,2,2.0066027263,1.0033013631
64060189,2,0,1.1551636228,0.0312206385
31170,1,1,6897.6580044915,64.1642605069
30907,2,2,15336.3315753713,129.4205196234
215,3,1,227906.976744186,18604.6511627907
3211035,11,9,2009.3209821755,6.2285213335
116787999,27,30,224.603557083,0.4880638464
274247,10,5,7347.3912203233,54.6952200024
1019,2,0,0.0,1962.7085377821
157,2,2,1324840.76433121,25477.7070063694
176,2,2,1920454.54545455,22727.2727272727
3,2,0,12333333.3333333,666666.666666667
67,2,1,0.0,44776.1194029851
172,2,2,1186046.51162791,23255.8139534884
110861676,26,27,147.5712851392,0.4780732343
804441,2,0,14.9171909438,2.4861984906
155513,17,15,91111.3540347109,205.7705786655
383,1,1,31331.592689295,5221.9321148825
60311,1,1,3498.5326059923,33.1614465023
381147,3,4,1983.4866862392,18.3656174652
106766,2,2,2341.5694134837,37.4651106157
115574724,22,20,65.7842799607,0.3634012572
205,2,2,2517073.17073171,19512.1951219512
152,2,2,1394736.84210526,26315.7894736842
114841430,23,27,137.5548876394,0.435382945
123615,1,1,1140.6382720544,16.1792662703
944,2,2,3786016.94915254,4237.2881355932
52,1,1,230769.230769231,38461.5384615385
32094,1,1,0.0,62.3169439771
52633,2,1,0.0,56.9984610416
5881685,9,5,610.7093460462,2.3802702797
38823774,2,1,0.3090889618,0.0772722405
101160,2,3,177.9359430605,49.4266508501
64429783,21,15,176.1607671409,0.5587478077
